date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:51:54	301/301	---M--	200	added ('OK')	image/png	etag:%2228feccc0-12d%22	https://code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-bg_glass_75_dadada_1x400.png	C:/My%20Web%20Sites/49dollar/code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-bg_glass_75_dadada_1x400.png	(from https://code.jquery.com/ui/1.11.4/themes/smoothness/jquery-ui.css)
19:51:54	246/246	---M--	200	added ('OK')	image/png	etag:%2228feccc0-f6%22	https://code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-bg_glass_65_ffffff_1x400.png	C:/My%20Web%20Sites/49dollar/code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-bg_glass_65_ffffff_1x400.png	(from https://code.jquery.com/ui/1.11.4/themes/smoothness/jquery-ui.css)
19:51:54	374/374	---M--	200	added ('OK')	image/png	etag:%2228feccc0-176%22	https://code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-bg_glass_55_fbf9ee_1x400.png	C:/My%20Web%20Sites/49dollar/code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-bg_glass_55_fbf9ee_1x400.png	(from https://code.jquery.com/ui/1.11.4/themes/smoothness/jquery-ui.css)
19:51:55	371/371	---M--	200	added ('OK')	image/png	etag:%2228feccc0-173%22	https://code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-bg_glass_95_fef1ec_1x400.png	C:/My%20Web%20Sites/49dollar/code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-bg_glass_95_fef1ec_1x400.png	(from https://code.jquery.com/ui/1.11.4/themes/smoothness/jquery-ui.css)
19:51:55	7006/7006	---M--	200	added ('OK')	image/png	etag:%2228feccc0-1b5e%22	https://code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-icons_222222_256x240.png	C:/My%20Web%20Sites/49dollar/code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-icons_222222_256x240.png	(from https://code.jquery.com/ui/1.11.4/themes/smoothness/jquery-ui.css)
19:51:55	7092/7092	---M--	200	added ('OK')	image/png	etag:%2228feccc0-1bb4%22	https://code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-icons_888888_256x240.png	C:/My%20Web%20Sites/49dollar/code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-icons_888888_256x240.png	(from https://code.jquery.com/ui/1.11.4/themes/smoothness/jquery-ui.css)
19:51:55	7071/7071	---M--	200	added ('OK')	image/png	etag:%2228feccc0-1b9f%22	https://code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-icons_454545_256x240.png	C:/My%20Web%20Sites/49dollar/code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-icons_454545_256x240.png	(from https://code.jquery.com/ui/1.11.4/themes/smoothness/jquery-ui.css)
19:51:55	35601/35601	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/js/bootstrap.min.js	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/bootstrap.min.js	(from https://demoxml.com/html/nimis/index-2.html)
19:51:56	4599/4599	---M--	200	added ('OK')	image/png	etag:%2228feccc0-11f7%22	https://code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-icons_2e83ff_256x240.png	C:/My%20Web%20Sites/49dollar/code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-icons_2e83ff_256x240.png	(from https://code.jquery.com/ui/1.11.4/themes/smoothness/jquery-ui.css)
19:51:56	4599/4599	---M--	200	added ('OK')	image/png	etag:%2228feccc0-11f7%22	https://code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-icons_cd0a0a_256x240.png	C:/My%20Web%20Sites/49dollar/code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-icons_cd0a0a_256x240.png	(from https://code.jquery.com/ui/1.11.4/themes/smoothness/jquery-ui.css)
19:51:56	251/251	---M--	200	added ('OK')	image/png	etag:%2228feccc0-fb%22	https://code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-bg_flat_0_aaaaaa_40x100.png	C:/My%20Web%20Sites/49dollar/code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-bg_flat_0_aaaaaa_40x100.png	(from https://code.jquery.com/ui/1.11.4/themes/smoothness/jquery-ui.css)
19:51:57	116/116	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/css/grabbing.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/css/grabbing.png	(from https://demoxml.com/html/nimis/css/owl.carousel.css)
19:51:57	1517/1517	---M--	200	added ('OK')	image/gif	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/css/AjaxLoader.gif	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/css/AjaxLoader.gif	(from https://demoxml.com/html/nimis/css/owl.theme.css)
19:51:58	8581/8581	---M--	200	added ('OK')	image/gif	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/css/images/bx_loader.gif	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/css/images/bx_loader.gif	(from https://demoxml.com/html/nimis/css/jquery.bxslider.css)
19:52:01	204/204	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/arrow-l.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/arrow-l.png	(from https://demoxml.com/html/nimis/css/jquery.bxslider.css)
19:52:01	223/223	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/arrow-r.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/arrow-r.png	(from https://demoxml.com/html/nimis/css/jquery.bxslider.css)
19:52:02	2806/2806	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/css/images/controls.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/css/images/controls.png	(from https://demoxml.com/html/nimis/css/jquery.bxslider.css)
19:52:02	280/280	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/img/close.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/img/close.png	(from https://demoxml.com/html/nimis/css/lightbox.css)
19:52:04	8476/8476	---M--	200	added ('OK')	image/gif	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/img/loading.gif	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/img/loading.gif	(from https://demoxml.com/html/nimis/css/lightbox.css)
19:52:05	1360/1360	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/img/prev.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/img/prev.png	(from https://demoxml.com/html/nimis/css/lightbox.css)
19:52:05	1350/1350	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/img/next.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/img/next.png	(from https://demoxml.com/html/nimis/css/lightbox.css)
19:52:07	42935/42935	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/images/gradient/g30.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/images/gradient/g30.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:08	4289/4289	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/shadow1.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/shadow1.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:08	5661/5661	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/shadow2.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/shadow2.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:09	42464/42464	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/images/gradient/g40.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/images/gradient/g40.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:09	6428/6428	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/shadow3.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/shadow3.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:09	2746/2746	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/boxed_bgtile.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/boxed_bgtile.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:10	149/149	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/navigdots_bgtile.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/navigdots_bgtile.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:10	474/474	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/bullet.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/bullet.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:10	1153/1153	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/bullets.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/bullets.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:11	278/278	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/bullets2.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/bullets2.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:11	924/924	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/bullet_boxed.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/bullet_boxed.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:12	743/743	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/navigdots.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/navigdots.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:12	1517/1517	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/large_left.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/large_left.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:13	1561/1561	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/large_right.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/large_right.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:13	670/670	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/small_left.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/small_left.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:14	668/668	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/small_right.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/small_right.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:14	807/807	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/arrow_left.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/arrow_left.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:15	820/820	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/arrow_right.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/arrow_right.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:15	846/846	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/small_left_boxed.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/small_left_boxed.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:16	807/807	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/small_right_boxed.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/small_right_boxed.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:18	43543/43543	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/arrowleft.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/arrowleft.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:18	43719/43719	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/arrowright.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/arrowright.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:18	348/348	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/arrow_left2.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/arrow_left2.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:19	343/343	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/arrow_right2.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/arrow_right2.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:19	1096/1096	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/arrow_left3.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/arrow_left3.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:19	1112/1112	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/arrow_right3.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/arrow_right3.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:20	926/926	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/arrow_left3_hr.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/arrow_left3_hr.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:20	925/925	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/arrow_right3_hr.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/arrow_right3_hr.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:20	125/125	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/timer.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/timer.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:21	184/184	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/coloredbg.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/coloredbg.png	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:21	2545/2545	---M--	200	added ('OK')	image/gif	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/assets/loader.gif	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/assets/loader.gif	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:21	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/font/revicons.eot?5510888	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/font/revicons90c6.eot	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:21	7536/7536	---M--	200	added ('OK')	font/woff	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/font/revicons.woff?5510888	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/font/revicons90c6.woff	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:22	11968/11968	---M--	200	added ('OK')	font/ttf	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/font/revicons.ttf?5510888	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/font/revicons90c6.ttf	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:22	13532/13532	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/font/revicons.svg?5510888	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/font/revicons90c6.svg	(from https://demoxml.com/html/nimis/js/rs-plugin/css/settings.css)
19:52:23	41003/41003	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Nov%202023%2012:52:25%20GMT	https://demoxml.com/html/nimis/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/fonts/glyphicons-halflings-regular.eot	(from https://demoxml.com/html/nimis/css/bootstrap.css)
19:52:23	41003/41003	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Nov%202023%2012:52:26%20GMT	https://demoxml.com/html/nimis/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/fonts/glyphicons-halflings-regulard41d.eot	(from https://demoxml.com/html/nimis/css/bootstrap.css)
19:52:24	41003/41003	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Nov%202023%2012:52:26%20GMT	https://demoxml.com/html/nimis/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/fonts/glyphicons-halflings-regular.woff	(from https://demoxml.com/html/nimis/css/bootstrap.css)
19:52:24	41003/41003	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Nov%202023%2012:52:27%20GMT	https://demoxml.com/html/nimis/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/fonts/glyphicons-halflings-regular.ttf	(from https://demoxml.com/html/nimis/css/bootstrap.css)
19:52:25	41003/41003	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Nov%202023%2012:52:27%20GMT	https://demoxml.com/html/nimis/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/fonts/glyphicons-halflings-regular.svg	(from https://demoxml.com/html/nimis/css/bootstrap.css)
19:52:26	29519/29519	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/fonts/mns_trial-webfont.eot	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/fonts/mns_trial-webfont.eot	(from https://demoxml.com/html/nimis/style.css)
19:52:26	29519/29519	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/fonts/mns_trial-webfont.eot?	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/fonts/mns_trial-webfontd41d.eot	(from https://demoxml.com/html/nimis/style.css)
19:52:28	26852/26852	---M--	200	added ('OK')	font/woff2	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/fonts/mns_trial-webfont.woff2	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/fonts/mns_trial-webfont.woff2	(from https://demoxml.com/html/nimis/style.css)
19:52:28	30692/30692	---M--	200	added ('OK')	font/woff	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/fonts/mns_trial-webfont.woff	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/fonts/mns_trial-webfont.woff	(from https://demoxml.com/html/nimis/style.css)
19:52:29	1142/1142	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/wishlist_bg.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/wishlist_bg.png	(from https://demoxml.com/html/nimis/style.css)
19:52:29	46320/46320	---M--	200	added ('OK')	font/ttf	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/fonts/mns_trial-webfont.ttf	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/fonts/mns_trial-webfont.ttf	(from https://demoxml.com/html/nimis/style.css)
19:52:30	106156/106156	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/fonts/mns_trial-webfont.svg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/fonts/mns_trial-webfont.svg	(from https://demoxml.com/html/nimis/style.css)
19:52:31	101270/101270	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/breadcumb_bg.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/breadcumb_bg.jpg	(from https://demoxml.com/html/nimis/style.css)
19:52:32	140888/140888	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/x-m.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/x-m.jpg	(from https://demoxml.com/html/nimis/style.css)
19:52:32	1111/1111	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/blog_li.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/blog_li.png	(from https://demoxml.com/html/nimis/style.css)
19:52:33	175/175	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/plus.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/plus.png	(from https://demoxml.com/html/nimis/style.css)
19:52:33	69044/69044	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/404_slider.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/404_slider.jpg	(from https://demoxml.com/html/nimis/style.css)
19:52:33	2812/2812	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/minus.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/minus.png	(from https://demoxml.com/html/nimis/style.css)
19:52:34	69044/69044	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/contact_bg.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/contact_bg.jpg	(from https://demoxml.com/html/nimis/style.css)
19:52:34	227017/227017	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/blog_bg.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/blog_bg.jpg	(from https://demoxml.com/html/nimis/style.css)
19:52:34	71972/71972	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/x-man.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/x-man.jpg	(from https://demoxml.com/html/nimis/css/responsive.css)
19:52:35	1475/1475	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/sep-b.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/sep-b.png	(from https://demoxml.com/html/nimis/index.html)
19:52:36	23618/23618	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/t_item13.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_item13.jpg	(from https://demoxml.com/html/nimis/index.html)
19:52:36	69796/69796	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/x-man2.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/x-man2.jpg	(from https://demoxml.com/html/nimis/css/responsive.css)
19:52:37	22605/22605	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/t_item10.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_item10.jpg	(from https://demoxml.com/html/nimis/index.html)
